Name,Description,Muscles Involved,Related Conditions,Structures Involved,URL
Single Leg Foot Plank,The single leg foot plank exercise is used to strengthen the muscles of the medial longitudinal arch and to improve foot supination stability. Start by standing so that your foot is supported by two yoga blocks. Step on the yoga blocks so that the support is at your toes and at your heel while standing on one leg. Put your weight into the supported foot and allow the ball of your big toe to drop below the surface of the yoga block. Activate the foot muscles to lift the ball of your big toe back up to a neutral position and hold this for 5-7 seconds. Rest for the same amount of time and repeat as required.,N/A,"Flat Feet / Pes Planus, Lower Kinetic Pain Syndrome, Plantar Fasciitis, Medial Tibial Stress Syndrome, Tibialis Posterior Tendinopathy, Posterior Shin Splints, Functional Over Pronation of Medial Longitudinal Arch","Intrinsic Foot MusclesFlexor HallucisAbductor HallucisFlexor Digitorum Brevis, Flexor Hallucis, Abductor Hallucis, Flexor Digitorum Brevis, Medial Longitudinal Arch, Tibialis Posterior, Flexor Digitorum Longus",https://www.rehabhero.ca/exercise/single-leg-foot-plank
Foot Plank,The foot plank exercise is used to strengthen the muscles of the medial longitudinal arch and to improve foot supination stability. Start by standing so that your foot is supported by two yoga blocks. Step on the yoga blocks so that the support is at your toes and at your heel. Put your weight into the supported foot and allow the ball of your big toe to drop below the surface of the yoga block. Activate the foot muscles to lift the ball of your big toe back up to a neutral position and hold this for 5-7 seconds. Rest for the same amount of time and repeat as required.,N/A,"Flat Feet / Pes Planus, Lower Kinetic Pain Syndrome, Plantar Fasciitis, Medial Tibial Stress Syndrome, Tibialis Posterior Tendinopathy, Posterior Shin Splints, Functional Over Pronation of Medial Longitudinal Arch","Intrinsic Foot MusclesFlexor HallucisAbductor HallucisFlexor Digitorum Brevis, Flexor Hallucis, Abductor Hallucis, Flexor Digitorum Brevis, Medial Longitudinal Arch, Tibialis Posterior, Flexor Digitorum Longus",https://www.rehabhero.ca/exercise/foot-plank
Short Foot Get Up,"This is a muscle activation exercise to teach you use the intrinsic foot muscles responsible for stabilizing the medial longitudinal arch (MLA) to stabilize the foot during movement. While contracting the intrinsic muscles of the foot it is important to keep the toes relaxed and uninvolved. While keeping the calf relaxed in a seated position, pull up the MLA by doing  a SHORT FOOT. Hold this stable contraction while simultaneously standing up from a chair. Maintain the hold as you sit back down. Relax the feet and repeat as required.",N/A,"Flat Feet / Pes Planus, Lower Kinetic Pain Syndrome, Plantar Fasciitis, Medial Tibial Stress Syndrome, Tibialis Posterior Tendinopathy, Posterior Shin Splints, Functional Over Pronation of Medial Longitudinal Arch, Squat Warm Up","Intrinsic Foot Muscles, Medial Longitudinal Arch, Tibialis Posterior",https://www.rehabhero.ca/exercise/short-foot-get-up
Toe Rock Paper Scissors,The toe rock paper scissors exercise is used to engage and active the toe flexors and toe extensors. To get started raise one foot off the floor. Begin to curl all of your toes to go into the ‘rock’ position. Return to neutral position and spread all of your toes apart to go into the ‘paper’ position. Then extend the big toe while holding the other toes in flexion. Switch positions by curling the big toe and extending the other 4 toes to complete the ‘scissor’ position. Completion of each position counts as a single repetition. Continue to alternate between the 4 different positions as needed.,"Flexor hallucis longus, flexor hallucis brevis, abductor hallucis, extensor hallucis longus, extensor hallucis brevis, flexor digitorum brevis, flexor digitorum longus, extensor digitorum longus, extensor digitorum brevis, abductor digiti minimi",N/A,N/A,https://www.rehabhero.ca/exercise/toe-rock-paper-scissors
Rope Standing High Row,"The rope standing high row is a back strengthening exercise that can be completed using bands or a cable pulley functional trainer. Start by setting the cable machine to above head height with a rope attachment.  Starting from an outstretched arm position, pull back leading with your elbows. Pull until your hand is roughly at the level of your lower chest and return to the outreached position in a controlled tempo to complete a repetition.",latissimus dorsi,N/A,N/A,https://www.rehabhero.ca/exercise/rope-standing-high-row
Rope Straight Arm Pulldown,The rope straight arm pulldown is a strengthening exercise for the back and can be completed with an exercise band instead of a cable pulley system. Set up a cable pulley machine to max height and attach a rope grip to it. Grab the rope with both hands. Hinge forwards so that your hands grip the rope above your head. Bend at the hips and knees while keeping your spine neutral. Pull the rope down to mid thigh level and slowly return to starting position to complete a single repetition.,Latissimus Dorsi,"Dynamic Shoulder Instability, Shoulder Impingement, Rotator Cuff Tendinitis, Latissimus dorsi contracture",N/A,https://www.rehabhero.ca/exercise/rope-straight-arm-pulldown
Cable Face Pull,The cable face pull is an upper back and rotator cuff strengthening exercise that utilizes a functional trainer as the mode of resistance. Set the cable pulley to forehead height and attach a rope grip to it. Hold the rope so that the thumbs point backwards. Pull the rope towards your face by raising the elbows to shoulder height and hands to ear height. Squeeze the shoulder blades back to engage the upper back muscles.,"Rhomboids, Rotator Cuffinfraspinatusteres minor, infraspinatus, teres minor, Trapezius","Neck Associated Disorder, Upper Cross Syndrome, Text Neck, Forward Head Posture, Rotator Cuff Tear, Rib Joint Pain",N/A,https://www.rehabhero.ca/exercise/cable-face-pull
Low Cable Fly,"The cable fly is a strengthening exercise that targets the chest. This exercise can be completed with a cable pulley system, functional trainer, or bands. Step up a cable pulley machine to roughly chest height. During this exercise you will be facing away from the cable machine with a cable in each hand. Keep a slight bend in the elbows for increased comfort. Squeeze your chest by pulling your arms together in front of you. Slowly lower the weight by spreading your arms outwards while keeping them in line with your mid chest horizontally. Lead the movement by pulling forwards through your elbows","Pectoralis Major, Pectoralis Minor, Anterior Deltoid","Strength Training, AC Joint Sprain (Late Stage Recovery), Pectoralis Strain (Non-acute), Anterior Deltoid Strain (Non-acute), pectoralis major tendinitis, coracobrachialis strain",N/A,https://www.rehabhero.ca/exercise/low-cable-fly
Cable Chest Press,The cable chest press exercise is used to strengthen the chest and anterior shoulder. Start by setting up a cable pulley machine or functional trainer to shoulder height. Alternatively exercise bands can be used instead. Stand while facing away from the cable machine with a cable in each hand. Have your elbows about 45 to 60 degrees (hands at roughly the lower chest line) away from the torso at the starting position and be sure to keep the elbows stacked directly behind the wrists. Push your elbows forwards to raise the weight while allowing the elbows to travel from the chest towards your shoulders (J-path). Reverse the motion to complete a repetition.,N/A,"AC Joint Sprain (Late Stage Recovery), Pectoralis Strain (Non-acute), Shoulder instability, Rotator cuff tear / rotator cuff strain, Rotator cuff tendinitis, Shoulder impingement","Pectoralis Major, Pectoralis Minor, Anterior Deltoid, Triceps Brachii, Glenohumeral Joint",https://www.rehabhero.ca/exercise/cable-chest-press
Cable Fly,"The cable fly is a strengthening exercise that targets the chest. This exercise can be completed with a cable pulley system, functional trainer, or bands. Step up a cable pulley machine to roughly chest height. During this exercise you will be facing away from the cable machine with a cable in each hand. Keep a slight bend in the elbows for increased comfort. Squeeze your chest by pulling your arms together in front of you. Slowly lower the weight by spreading your arms outwards while keeping them in line with your mid chest horizontally. Lead the movement by pulling forwards through your elbows","Pectoralis Major, Pectoralis Minor, Anterior Deltoid","Strength Training, AC Joint Sprain (Late Stage Recovery), Pectoralis Strain (Non-acute), Anterior Deltoid Strain (Non-acute), pectoralis major tendinitis, coracobrachialis strain",N/A,https://www.rehabhero.ca/exercise/cable-fly
Reverse Cable Curl,"The reverse cable curl is a strengthening exercise for the elbow flexors. This exercise may be completed with a cable pulley, functional trainer, or with bands. Start by setting the cable pulley to the lowest setting and attach a straight bar to it. Grab the bar with an overhand grip. Stand with your elbows directly in line with your shoulders. Bend the elbow to raise the weight without shifting the elbow forwards or backwards. Keep the core braced to hold a neutral spine. Isolate the elbow flexors by keeping the shoulder in a single position without allowing it to roll inwards or backwards. Lower the weight to complete a repetition.","Biceps Brachii, Brachialis, Brachioradialis, Common Wrist Extensorsextensor digitorumextensor carpi radialis longusextensor carpi radialis brevis, extensor digitorum, extensor carpi radialis longus, extensor carpi radialis brevis","Biceps Tendinitis, SLAP Lesion, Brachialis Strain, Biceps Strain, Brachioradialis strain, Tennis elbow, Long Head Biceps Tendon Instability",N/A,https://www.rehabhero.ca/exercise/reverse-cable-curl
